City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
152,Bonavista,CA,48.6499,-53.1147,16.18,60,50,9.28,scattered clouds
153,Pisco,PE,-13.7,-76.2167,73.45,83,0,11.5,clear sky
154,Blackwater,AU,-23.5833,148.8833,94.55,32,38,8.3,scattered clouds
155,Nanortalik,GL,60.1432,-45.2371,17.92,83,99,9.73,overcast clouds
156,Srednekolymsk,RU,67.45,153.6833,-23.06,98,96,5.99,overcast clouds
157,Jardim,BR,-21.4803,-56.1381,72.37,98,100,3.15,overcast clouds
158,Ucluelet,CA,48.9329,-125.5528,43.09,91,100,10.87,overcast clouds
159,Siavonga,ZM,-16.5382,28.7088,71.13,90,85,5.44,overcast clouds
160,Conde,BR,-7.2597,-34.9075,78.26,83,20,4.61,few clouds
161,Waling,NP,27.9833,83.7667,68.88,21,0,1.12,clear sky
162,Ardabil,IR,38.2498,48.2933,29.59,76,17,10.76,few clouds
163,Kalengwa,ZM,-13.4659,25.0027,61.83,97,100,3.74,overcast clouds
164,Kayes,ML,14.0,-11.0,73.44,12,1,3.6,clear sky
165,Pangai,TO,-19.8,-174.35,82.35,73,100,4.41,overcast clouds
166,Stornoway,GB,58.2093,-6.3865,46.36,94,75,8.05,light rain
167,Mwinilunga,ZM,-11.7358,24.4293,61.02,97,100,3.51,overcast clouds
168,Moron,AR,-34.6534,-58.6198,76.96,73,100,6.44,overcast clouds
169,Ibra,OM,22.6906,58.5334,63.25,64,0,1.77,clear sky
170,Victoria,HK,22.2855,114.1577,75.96,74,14,18.01,few clouds
171,Axim,GH,4.8699,-2.2405,77.5,91,0,3.76,clear sky
172,Arlit,NE,18.7369,7.3853,61.99,15,11,9.57,few clouds
173,Mareeba,AU,-17.0,145.4333,89.47,63,98,6.78,overcast clouds
174,Westport,US,41.1415,-73.3579,31.55,52,0,9.22,clear sky
175,Ayacucho,PE,-13.1583,-74.2239,56.08,82,74,1.97,broken clouds
176,Kodiak,US,57.79,-152.4072,31.51,86,100,3.44,overcast clouds
177,Coihaique,CL,-45.5752,-72.0662,56.01,58,0,4.61,clear sky
178,Pauini,BR,-7.7136,-66.9764,72.34,98,98,2.01,overcast clouds
179,Avera,US,33.194,-82.5271,58.55,82,93,5.26,overcast clouds
180,Marawi,PH,7.9986,124.2928,79.41,66,100,7.76,overcast clouds
181,Zaozerne,UA,45.1582,33.2787,38.97,72,23,8.14,few clouds
182,Hasaki,JP,35.7333,140.8333,50.29,36,100,13.02,overcast clouds
183,Arraial Do Cabo,BR,-22.9661,-42.0278,75.33,91,100,4.88,overcast clouds
184,Nenjiang,CN,49.1833,125.2167,7.3,72,2,6.46,clear sky
185,Rundu,NA,-17.9333,19.7667,65.64,91,98,3.62,light rain
186,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.89,91,98,12.91,overcast clouds
187,Quatre Cocos,MU,-20.2078,57.7625,82.09,78,31,10.27,scattered clouds
188,Alice Springs,AU,-23.7,133.8833,88.21,40,0,11.5,clear sky
189,Nagato,JP,34.3833,131.2,46.72,63,100,11.74,overcast clouds
190,Zhangjiakou,CN,40.81,114.8794,22.26,20,100,3.4,overcast clouds
191,Thompson,CA,55.7435,-97.8558,-16.85,86,100,12.41,overcast clouds
192,Faanui,PF,-16.4833,-151.75,82.09,77,35,18.28,scattered clouds
193,Aklavik,CA,68.2191,-135.0107,-28.62,99,60,7.38,broken clouds
194,Bengkulu,ID,-3.8004,102.2655,83.79,68,97,7.87,light rain
195,Ferrol,ES,43.4832,-8.2369,44.35,82,1,8.97,clear sky
196,Washougal,US,45.5826,-122.3534,40.71,72,0,14.97,clear sky
197,Kavieng,PG,-2.5744,150.7967,85.77,61,98,7.29,overcast clouds
198,Bosaso,SO,11.2842,49.1816,72.75,73,26,3.85,scattered clouds
199,Thessalon,CA,46.2501,-83.5666,19.69,91,78,5.23,broken clouds
200,Mount Pleasant,US,32.7941,-79.8626,56.08,97,100,6.91,mist
201,East London,ZA,-33.0153,27.9116,68.61,82,16,8.52,few clouds
202,Kloulklubed,PW,7.0419,134.2556,84.7,75,100,21.18,overcast clouds
203,Amga,RU,60.8953,131.9608,-11.87,90,100,3.09,overcast clouds
204,Salinopolis,BR,-0.6136,-47.3561,75.27,89,87,3.38,moderate rain
205,Touros,BR,-5.1989,-35.4608,79.09,75,100,9.62,overcast clouds
206,Rio Gallegos,AR,-51.6226,-69.2181,55.98,66,100,10.65,overcast clouds
207,Barabai,ID,-2.5833,115.3833,74.41,98,100,0.74,moderate rain
208,Kharakvasla,IN,18.4333,73.7667,73.26,43,10,7.83,clear sky
209,Kavaratti,IN,10.5669,72.642,80.46,73,89,7.14,overcast clouds
210,Yerbogachen,RU,61.2767,108.0108,-7.46,96,67,7.85,broken clouds
211,Muros,ES,42.7762,-9.0603,41.85,86,2,6.53,clear sky
212,Isabela,PH,6.7085,121.9711,85.08,67,98,7.16,light rain
213,Bathsheba,BB,13.2167,-59.5167,77.61,73,40,13.8,scattered clouds
214,San Patricio,US,28.017,-97.5169,39.07,89,100,10.85,overcast clouds
215,Inhambane,MZ,-23.865,35.3833,75.99,71,11,7.09,few clouds
216,Asosa,ET,10.0667,34.5333,65.3,32,7,8.19,clear sky
217,Tonantins,BR,-2.8731,-67.8022,72.46,99,100,0.36,overcast clouds
218,Riberalta,BO,-10.9833,-66.1,72.52,99,100,1.3,overcast clouds
219,Shakiso,ET,5.75,38.9167,54.88,58,9,3.65,clear sky
220,Hirara,JP,24.8,125.2833,68.95,76,38,14.81,scattered clouds
221,Chipinge,ZW,-20.1883,32.6236,61.3,93,42,3.24,scattered clouds
222,Boulder,US,40.0833,-105.3505,25.84,65,0,5.75,clear sky
223,Awbari,LY,26.5921,12.7805,45.41,51,55,7.65,broken clouds
224,Shimoda,JP,34.6667,138.95,47.1,58,100,12.8,overcast clouds
225,Provideniya,RU,64.3833,-173.3,24.91,80,75,13.42,light snow
226,Cockburn Town,TC,21.4612,-71.1419,77.61,69,0,20.38,clear sky
227,Santiago Del Estero,AR,-27.7951,-64.2615,81.39,37,4,5.7,clear sky
228,Salekhard,RU,66.53,66.6019,-6.05,100,76,4.29,broken clouds
229,Lota,CL,-37.0833,-73.1667,56.66,67,0,8.86,clear sky
230,Seminole,US,28.7086,-81.2081,71.96,91,0,0.0,clear sky
231,Murgab,TM,37.4966,61.9714,44.46,80,44,6.6,scattered clouds
232,Yumen,CN,40.2833,97.2,26.89,31,99,6.62,overcast clouds
233,Bembereke,BJ,10.2283,2.6634,72.75,20,29,3.29,scattered clouds
234,Hamilton,US,39.1834,-84.5333,27.93,68,0,1.01,clear sky
235,Olafsvik,IS,64.8945,-23.7142,31.05,72,100,25.79,snow
236,San Cristobal,VE,7.7669,-72.225,64.58,87,17,1.92,few clouds
237,Cardston,CA,49.2,-113.3019,11.7,96,100,6.96,overcast clouds
238,Samarinda,ID,-0.5,117.15,83.53,71,100,4.45,overcast clouds
239,Port Keats,AU,-14.25,129.55,85.24,76,100,9.26,heavy intensity rain
240,Guerrero Negro,MX,27.9769,-114.0611,57.4,61,0,9.35,clear sky
241,Kahului,US,20.8947,-156.47,76.84,83,20,10.36,few clouds
242,Cabo San Lucas,MX,22.8909,-109.9124,66.51,73,25,7.81,scattered clouds
243,Moose Factory,CA,51.2585,-80.6094,-9.65,100,98,3.44,overcast clouds
244,Kivertsi,UA,50.8343,25.4582,34.92,93,100,11.65,light snow
245,Bonfim,BR,3.0833,-59.95,79.12,64,69,10.16,broken clouds
246,Gamba,GA,-2.65,10.0,75.87,89,28,3.56,scattered clouds
247,Tezu,IN,27.9167,96.1667,79.41,17,0,3.71,clear sky
248,Burgos,ES,42.3394,-3.7079,32.41,93,75,10.36,broken clouds
249,Bekobod,UZ,40.2208,69.2697,35.29,67,100,5.48,overcast clouds
250,Talaya,RU,61.3833,152.75,-14.96,99,92,1.32,overcast clouds
251,Abha,SA,18.2164,42.5053,52.05,82,0,5.75,clear sky
252,Almeirim,BR,-1.5233,-52.5817,70.54,98,100,2.93,overcast clouds
253,Lufilufi,WS,-13.8745,-171.5986,82.04,75,100,14.63,light rain
254,Egvekinot,RU,66.3167,-179.1667,5.41,91,67,9.26,broken clouds
255,Tabuk,PH,17.4189,121.4443,82.85,68,26,5.59,scattered clouds
256,Pokhara,NP,28.2333,83.9833,68.74,16,0,4.34,clear sky
257,Nishihara,JP,26.1842,127.7558,70.88,73,75,12.66,broken clouds
258,Mucurapo,TT,10.6667,-61.5333,74.12,77,10,9.57,clear sky
259,Katsuura,JP,35.1333,140.3,46.98,32,100,9.84,overcast clouds
260,Clemson,US,34.6834,-82.8374,51.15,84,100,6.91,overcast clouds
261,Lebu,CL,-37.6167,-73.65,56.34,84,0,19.64,clear sky
262,Saskylakh,RU,71.9167,114.0833,-15.23,99,99,5.41,overcast clouds
263,Belaya Gora,RU,68.5333,146.4167,-15.5,99,96,2.68,overcast clouds
264,Tres Lagoas,BR,-20.7511,-51.6783,73.9,81,97,3.98,overcast clouds
265,San Quintin,MX,30.4833,-115.95,55.8,62,0,6.13,clear sky
266,Nemuro,JP,43.3236,145.575,23.81,68,66,24.61,broken clouds
267,Hervey Bay,AU,-25.2986,152.8535,82.22,77,39,3.15,scattered clouds
268,Iqaluit,CA,63.7506,-68.5145,-39.28,97,86,3.58,overcast clouds
269,Mahebourg,MU,-20.4081,57.7,82.26,77,27,8.61,scattered clouds
270,Ahipara,NZ,-35.1667,173.1667,73.09,75,100,7.11,overcast clouds
271,Pasighat,IN,28.0667,95.3333,77.94,31,0,3.22,clear sky
272,Oussouye,SN,12.485,-16.5469,68.47,44,4,9.35,clear sky
273,Iquique,CL,-20.2208,-70.1431,71.64,83,62,1.83,broken clouds
274,Carnarvon,AU,-24.8667,113.6333,88.86,56,40,12.82,scattered clouds
275,Constitucion,CL,-35.3333,-72.4167,60.84,63,0,11.34,clear sky
276,Ust-Omchug,RU,61.15,149.6333,-6.75,99,93,1.57,overcast clouds
277,Ponta Delgada,PT,37.7333,-25.6667,54.32,76,40,5.75,scattered clouds
278,Oktyabrskoye,RU,43.0645,44.7417,32.14,93,100,4.47,mist
279,Anqing,CN,30.5092,117.0506,42.06,50,97,13.24,overcast clouds
280,Banjar,ID,-8.19,114.9675,77.14,92,100,5.17,overcast clouds
281,North Branch,US,45.5113,-92.9802,15.91,82,56,5.75,broken clouds
282,Xichang,CN,27.8964,102.2634,60.67,43,4,3.02,clear sky
283,Ilanskiy,RU,56.2358,96.065,3.51,95,96,3.38,overcast clouds
284,Bambous Virieux,MU,-20.3428,57.7575,82.22,77,27,9.08,scattered clouds
285,Chirongui,YT,-12.9319,45.1483,80.53,79,100,14.43,overcast clouds
286,Marsala,IT,37.7966,12.4352,50.94,72,47,11.65,scattered clouds
287,Airai,TL,-8.9266,125.4092,72.63,72,97,3.85,overcast clouds
288,Morondava,MG,-20.2833,44.2833,77.59,82,100,4.52,overcast clouds
289,Shingu,JP,33.7333,135.9833,51.08,39,100,1.77,overcast clouds
290,Abay,KZ,49.6311,72.8539,5.38,97,23,7.23,few clouds
291,Nouadhibou,MR,20.931,-17.0347,61.11,77,97,21.3,overcast clouds
292,Pechenga,RU,69.5259,31.1703,24.46,83,100,9.64,light snow
293,Ternate,ID,0.8,127.4,76.77,83,100,16.96,moderate rain
294,Komsomolskiy,UZ,40.4272,71.7189,34.52,69,100,6.91,overcast clouds
295,Bethel,US,41.3712,-73.414,27.64,58,0,1.01,clear sky
296,Lapithos,CY,35.3375,33.1792,41.29,54,3,15.28,clear sky
297,Sao Felix Do Xingu,BR,-6.6447,-51.995,69.03,99,100,0.56,overcast clouds
298,Ahuimanu,US,21.4447,-157.8378,79.75,81,20,5.75,few clouds
299,Tupik,RU,54.4253,119.9327,-2.25,84,15,2.26,few clouds
300,Upernavik,GL,72.7868,-56.1549,-17.5,91,85,4.23,overcast clouds
301,Bowen,AU,-20.0167,148.2333,89.33,62,78,10.74,broken clouds
302,Longyearbyen,SJ,78.2186,15.6401,12.04,62,20,19.57,few clouds
303,Yeniseysk,RU,58.4497,92.1703,-5.37,100,100,1.66,overcast clouds
304,Husavik,IS,66.0449,-17.3389,21.11,91,99,7.94,overcast clouds
305,Henties Bay,NA,-22.116,14.2845,62.83,90,100,4.41,overcast clouds
306,Dovers,VC,12.8833,-61.1833,77.09,70,15,16.62,few clouds
307,Bontang,ID,0.1333,117.5,84.06,66,92,2.82,overcast clouds
308,Ixtapa,MX,20.7,-105.2,70.83,83,40,0.0,scattered clouds
309,Amos,CA,48.5669,-78.1162,8.37,97,100,3.83,light snow
310,Bereda,ES,43.2686,-7.5406,28.15,100,52,2.48,broken clouds
311,Mahon,ES,39.8885,4.2658,46.96,81,0,9.22,clear sky
312,Luwuk,ID,-0.9516,122.7875,85.37,63,100,4.29,light rain
313,Leningradskiy,RU,69.3833,178.4167,-11.16,99,76,5.57,broken clouds
314,Sept-Iles,CA,50.2001,-66.3821,0.05,84,96,4.88,overcast clouds
315,Owando,CG,-0.4819,15.8999,70.63,90,25,3.51,scattered clouds
316,Bandarbeyla,SO,9.4942,50.8122,74.89,64,4,14.7,clear sky
317,Corner Brook,CA,48.9667,-57.9484,9.99,97,98,1.36,light snow
318,Aras,ES,42.5617,-2.356,34.23,86,0,6.91,clear sky
319,Port-Gentil,GA,-0.7193,8.7815,79.84,83,53,9.13,broken clouds
320,Linxia,CN,35.6003,103.2064,35.13,27,68,3.83,broken clouds
321,Naron,ES,43.5167,-8.1528,44.67,78,1,9.17,clear sky
322,Paamiut,GL,61.994,-49.6678,12.0,75,97,5.44,overcast clouds
323,Tommot,RU,58.9564,126.2925,-0.02,93,100,10.94,overcast clouds
324,Chumikan,RU,54.7183,135.315,-6.79,82,82,17.43,broken clouds
325,Wagar,SD,16.1525,36.2032,67.57,77,34,11.9,scattered clouds
326,Maragogi,BR,-9.0122,-35.2225,77.13,81,20,4.59,few clouds
327,Agapovka,RU,53.2973,59.1348,-6.05,98,12,1.97,few clouds
328,Ventspils,LV,57.3894,21.5606,31.93,100,100,0.0,overcast clouds
329,Lakes Entrance,AU,-37.8811,147.981,81.16,47,30,4.81,scattered clouds
330,Preobrazheniye,RU,42.9019,133.9064,19.54,39,15,13.73,few clouds
331,Hanzhong,CN,33.0728,107.0303,44.78,51,100,3.67,overcast clouds
332,Cayenne,GF,4.9333,-52.3333,73.44,94,75,0.0,broken clouds
333,Paita,PE,-5.0892,-81.1144,75.42,78,75,4.54,broken clouds
334,Te Anau,NZ,-45.4167,167.7167,68.02,79,100,4.72,moderate rain
335,Conceicao Da Barra,BR,-18.5933,-39.7322,73.58,92,0,5.06,clear sky
336,Asfi,MA,32.2994,-9.2372,51.66,75,1,10.54,clear sky
337,Omboue,GA,-1.5746,9.2618,76.21,92,61,4.23,broken clouds
338,Sulangan,PH,11.1373,123.7228,80.31,81,9,12.24,clear sky
339,Balabac,PH,7.9868,117.0645,81.97,77,100,16.6,overcast clouds
340,Anori,BR,-3.7728,-61.6442,72.57,96,37,2.62,scattered clouds
341,Mujiayingzi,CN,42.1167,118.7833,20.86,18,5,4.25,clear sky
342,Merauke,ID,-8.4667,140.3333,81.59,80,100,12.41,moderate rain
343,Molepolole,BW,-24.4066,25.4951,66.87,85,89,9.46,overcast clouds
344,Marathon,US,44.9,-89.7668,16.84,67,75,9.22,broken clouds
345,Beysehir,TR,37.6773,31.7246,21.76,87,17,4.14,few clouds
346,Svecha,RU,58.2785,47.5164,15.01,95,99,8.01,overcast clouds
347,Tautira,PF,-17.7333,-149.15,81.82,74,27,19.66,light rain
348,Molokovo,RU,58.1661,36.7628,19.29,97,100,6.71,overcast clouds
